120  0.315019 0.339439 0.363859 0.402931 0.432235
121  0.310135 0.329671 0.373627 0.402931 0.432235
122  0.310135 0.334555 0.368743 0.398047 0.427351
123  0.310135 0.339439 0.373627 0.402931 0.427351
124  0.310135 0.334555 0.373627 0.402931 0.437119
125  0.315019 0.334555 0.368743 0.402931 0.432235
126  0.310135 0.339439 0.373627 0.398047 0.432235
127  0.315019 0.329671 0.368743 0.402931 0.437119
128  0.315019 0.334555 0.368743 0.402931 0.432235
129  0.319903 0.334555 0.363859 0.402931 0.432235
130  0.310135 0.334555 0.368743 0.398047 0.427351
131  0.310135 0.329671 0.373627 0.402931 0.427351
132  0.300367 0.334555 0.373627 0.398047 0.427351
133  0.310135 0.334555 0.368743 0.402931 0.427351
134  0.315019 0.334555 0.373627 0.398047 0.437119
135  0.310135 0.334555 0.373627 0.402931 0.432235
136  0.315019 0.334555 0.368743 0.402931 0.427351
137  0.310135 0.334555 0.368743 0.402931 0.432235
138  0.324787 0.334555 0.368743 0.402931 0.427351
139  0.315019 0.334555 0.373627 0.398047 0.437119
140  0.319903 0.334555 0.373627 0.402931 0.432235
141  0.310135 0.334555 0.373627 0.393163 0.432235
142  0.315019 0.334555 0.373627 0.398047 0.442003
143  0.315019 0.339439 0.373627 0.402931 0.432235
144  0.324787 0.344323 0.373627 0.402931 0.432235
145  0.315019 0.324787 0.373627 0.402931 0.427351
146  0.315019 0.334555 0.378511 0.407815 0.432235
147  0.319903 0.334555 0.373627 0.402931 0.427351
148  0.315019 0.329671 0.378511 0.402931 0.427351
149  0.319903 0.339439 0.363859 0.402931 0.432235
150  0.319903 0.334555 0.373627 0.407815 0.427351
151  0.310135 0.344323 0.373627 0.402931 0.437119
152  0.310135 0.344323 0.373627 0.402931 0.437119
153  0.319903 0.344323 0.373627 0.398047 0.432235
154  0.310135 0.334555 0.378511 0.402931 0.427351
155  0.315019 0.334555 0.368743 0.407815 0.432235
156  0.324787 0.339439 0.368743 0.402931 0.437119
157  0.315019 0.344323 0.378511 0.407815 0.432235
158  0.315019 0.344323 0.373627 0.402931 0.432235
159  0.315019 0.339439 0.373627 0.402931 0.442003
160  0.305251 0.349207 0.373627 0.407815 0.432235
161  0.315019 0.344323 0.368743 0.402931 0.437119
162  0.319903 0.334555 0.373627 0.402931 0.432235
163  0.324787 0.334555 0.368743 0.402931 0.432235
164  0.315019 0.334555 0.373627 0.407815 0.432235
165  0.324787 0.334555 0.368743 0.402931 0.437119
166  0.315019 0.344323 0.373627 0.402931 0.432235
167  0.315019 0.339439 0.373627 0.402931 0.432235
168  0.315019 0.344323 0.373627 0.407815 0.432235
169  0.319903 0.344323 0.373627 0.402931 0.432235
170  0.319903 0.339439 0.373627 0.407815 0.432235
171  0.319903 0.334555 0.373627 0.407815 0.437119
172  0.319903 0.344323 0.373627 0.407815 0.437119
173  0.319903 0.339439 0.383395 0.402931 0.432235
174  0.319903 0.334555 0.378511 0.407815 0.432235
175  0.315019 0.334555 0.373627 0.402931 0.432235
176  0.319903 0.334555 0.378511 0.407815 0.432235
177  0.315019 0.339439 0.368743 0.407815 0.437119
178  0.315019 0.334555 0.378511 0.407815 0.432235
179  0.310135 0.344323 0.378511 0.407815 0.437119
180  0.315019 0.344323 0.373627 0.407815 0.432235
181  0.324787 0.339439 0.378511 0.402931 0.432235
182  0.315019 0.334555 0.373627 0.407815 0.437119
183  0.319903 0.354091 0.378511 0.407815 0.432235
184  0.315019 0.339439 0.373627 0.407815 0.437119
185  0.315019 0.339439 0.378511 0.402931 0.432235
186  0.319903 0.339439 0.373627 0.402931 0.437119
187  0.319903 0.344323 0.378511 0.402931 0.437119
188  0.319903 0.329671 0.378511 0.407815 0.432235
189  0.315019 0.344323 0.373627 0.402931 0.437119
190  0.315019 0.344323 0.373627 0.407815 0.437119
191  0.315019 0.334555 0.368743 0.402931 0.437119
